Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,145.289993,148.199997,145.100006,148.199997,143.689255,9502100
2020-01-03,146.399994,147.899994,146.050003,146.500000,142.041000,7320200
2020-01-06,145.539993,146.029999,144.309998,145.649994,141.216873,8262500
2020-01-07,145.990005,146.869995,145.419998,145.699997,141.265350,6906500
2020-01-08,145.490005,146.130005,144.820007,145.399994,140.974472,6984200
2020-01-09,146.470001,146.630005,144.610001,144.830002,140.421844,6664200
2020-01-10,145.300003,145.500000,144.259995,144.619995,140.218216,5152500
2020-01-13,144.750000,144.750000,143.360001,143.880005,139.500763,9921300
2020-01-14,143.410004,146.720001,142.289993,145.199997,140.780563,14839100
2020-01-15,145.710007,145.710007,143.929993,144.320007,139.927368,6818200
2020-01-16,145.089996,145.429993,144.440002,145.119995,140.703018,6948400
2020-01-17,145.539993,145.639999,144.009995,144.330002,139.937057,10355300
2020-01-21,144.240005,144.589996,143.009995,143.559998,139.190491,9250200
2020-01-22,144.449997,144.789993,143.539993,144.009995,139.626801,7550000
2020-01-23,143.600006,143.610001,140.649994,142.199997,137.871887,11082000
2020-01-24,141.399994,142.250000,139.199997,140.080002,135.816422,13076300
2020-01-27,135.860001,137.729996,135.000000,135.899994,131.763641,12831800
2020-01-28,136.500000,138.929993,135.860001,138.369995,134.158447,10390000
2020-01-29,138.600006,138.679993,135.789993,136.059998,131.918762,9382700
2020-01-30,135.089996,137.850006,134.830002,137.809998,133.615524,11847300
2020-01-31,138.399994,138.669998,137.059998,138.309998,134.100281,12379100
2020-02-03,139.789993,141.820007,139.750000,141.320007,137.018677,12639900
2020-02-04,145.490005,145.589996,143.250000,144.729996,140.324860,23519700
2020-02-05,146.600006,147.300003,138.570007,141.369995,137.067123,27824100
2020-02-06,141.919998,143.949997,141.220001,142.699997,138.356659,9504600
2020-02-07,141.889999,141.990005,140.119995,141.020004,136.727798,10948900
2020-02-10,141.029999,142.589996,140.460007,142.589996,138.250015,8162100
2020-02-11,142.850006,142.990005,140.460007,141.009995,136.718094,10790100
2020-02-12,141.339996,142.220001,140.869995,141.850006,137.532532,8168200
2020-02-13,141.169998,141.899994,140.820007,140.899994,136.611450,7543100
2020-02-14,141.100006,141.279999,139.130005,139.539993,135.292847,9110500
2020-02-18,139.020004,139.660004,138.100006,139.139999,134.904999,8214900
2020-02-19,139.630005,141.869995,139.229996,141.300003,136.999283,7080900
2020-02-20,141.630005,141.630005,138.850006,140.369995,136.097580,5981700
2020-02-21,139.860001,139.880005,138.580002,138.970001,134.740204,7725800
