Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,32.610001,32.998001,32.478001,32.980999,32.980999,44858000
2020-01-03,32.678001,32.986000,32.553001,32.590000,32.590000,38069000
2020-01-06,32.312000,33.636002,32.119999,33.583000,33.583000,56631000
2020-01-07,33.646999,33.669998,33.029999,33.075001,33.075001,47032000
2020-01-08,33.148998,34.270000,33.105000,33.925999,33.925999,71045000
2020-01-09,34.200001,34.341999,33.460999,33.566002,33.566002,47093000
2020-01-10,33.713001,33.849998,32.727001,32.904999,32.904999,47183000
2020-01-13,33.180000,34.084999,33.151001,33.891998,33.891998,62900000
2020-01-14,34.439999,34.537998,33.551998,33.868999,33.868999,71994000
2020-01-15,33.868000,34.317001,33.660000,33.907001,33.907001,51580000
2020-01-16,34.349998,34.355999,33.584999,33.862000,33.862000,50160000
2020-01-17,34.099998,34.157001,33.737999,33.966999,33.966999,60665000
2020-01-21,34.000000,34.099998,33.258999,33.811001,33.811001,143503000
2020-01-22,33.255001,33.630001,32.360001,32.599998,32.599998,217300000
2020-01-23,32.604000,34.987999,32.500999,34.959999,34.959999,182003000
2020-01-24,34.846001,35.985001,34.588001,35.316002,35.316002,179397000
2020-01-27,34.595001,35.189999,34.102001,34.287998,34.287998,77095000
2020-01-28,34.588001,35.240002,34.278000,34.852001,34.852001,68216000
2020-01-29,34.900002,34.939999,33.855000,34.316002,34.316002,76435000
2020-01-30,34.110001,34.820000,33.924999,34.773998,34.773998,53281000
2020-01-31,34.738998,34.738998,34.098000,34.508999,34.508999,52300000
2020-02-03,34.723999,35.963001,34.627998,35.799999,35.799999,66706000
2020-02-04,36.099998,36.957001,35.610001,36.901001,36.901001,71615000
2020-02-05,37.513000,37.525002,36.230000,36.966999,36.966999,64370000
2020-02-06,36.959999,37.154999,36.250999,36.695000,36.695000,39204000
2020-02-07,36.504002,37.180000,36.356998,36.676998,36.676998,43852000
2020-02-10,36.500000,37.480000,36.251999,37.106998,37.106998,52941000
2020-02-11,37.375000,37.811001,36.972000,37.368999,37.368999,47729000
2020-02-12,37.717999,38.062000,37.588001,38.000999,38.000999,46248000
2020-02-13,37.695999,38.536999,37.651001,38.139999,38.139999,44854000
2020-02-14,38.146999,38.514999,37.943001,38.040001,38.040001,37363000
2020-02-18,37.930000,38.953999,37.918999,38.778000,38.778000,51739000
2020-02-19,38.812000,39.294998,38.490002,38.618999,38.618999,48964000
2020-02-20,38.655998,38.970001,37.667999,38.599998,38.599998,40794000
2020-02-21,38.533001,38.731998,37.790001,38.007000,38.007000,39301000
2020-02-24,36.476002,37.282001,36.099998,36.869999,36.869999,69364000
2020-02-25,37.200001,37.564999,35.771999,36.008999,36.008999,64812000
2020-02-26,36.631001,38.200001,36.500000,37.924000,37.924000,89341000
2020-02-27,37.146000,39.155998,37.060001,37.171001,37.171001,109677000
2020-02-28,36.421001,37.676998,35.680000,36.903000,36.903000,111686000
2020-03-02,37.311001,38.136002,36.450001,38.105000,38.105000,69979000
2020-03-03,38.103001,39.352001,36.740002,36.876999,36.876999,83646000
2020-03-04,37.777000,38.401001,37.050999,38.379002,38.379002,54873000
2020-03-05,38.099998,39.139999,36.863998,37.278000,37.278000,87470000
2020-03-06,36.770000,37.131001,35.685001,36.896999,36.896999,81472000
2020-03-09,34.386002,35.747002,34.172001,34.648998,34.648998,74055000
2020-03-10,35.643002,36.453999,34.785000,36.412998,36.412998,76044000
2020-03-11,35.891998,36.298000,34.479000,34.992001,34.992001,60360000
2020-03-12,32.650002,33.571999,30.732000,31.525000,31.525000,120716000
2020-03-13,33.050999,33.641998,30.739000,33.630001,33.630001,94582000
