Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,231.000000,234.639999,230.160004,234.320007,201.232040,3736300
2020-01-03,231.600006,232.610001,230.300003,231.580002,198.878922,2274500
2020-01-06,229.929993,234.020004,229.490005,233.949997,200.914276,3329300
2020-01-07,235.000000,237.770004,234.759995,235.490005,202.236847,5255200
2020-01-08,235.679993,239.750000,235.479996,237.759995,204.186310,3564700
2020-01-09,241.339996,243.399994,239.820007,242.600006,208.342834,3980700
2020-01-10,242.750000,243.389999,241.389999,242.110001,207.922028,2248100
2020-01-13,244.440002,246.110001,243.000000,245.210007,210.584274,3359200
2020-01-14,245.320007,248.520004,244.600006,245.660004,210.970779,4302800
2020-01-15,242.000000,249.500000,239.160004,245.210007,210.584274,5411200
2020-01-16,247.009995,249.820007,246.229996,249.720001,214.457397,3968400
2020-01-17,250.229996,250.460007,248.000000,249.460007,214.234146,3108400
2020-01-21,247.210007,248.850006,245.600006,245.699997,211.005081,2492400
2020-01-22,246.610001,248.520004,246.339996,247.050003,212.164459,2030900
2020-01-23,244.500000,247.000000,242.880005,245.580002,210.901993,2806800
2020-01-24,245.070007,245.710007,240.600006,241.919998,207.758865,2877400
2020-01-27,236.369995,238.990005,235.009995,238.139999,204.512619,2506200
2020-01-28,239.490005,243.580002,238.050003,242.580002,208.325638,3123000
2020-01-29,244.520004,246.500000,239.570007,240.119995,206.213028,3711600
2020-01-30,237.690002,244.339996,236.729996,244.130005,209.656769,3261700
2020-01-31,241.990005,242.889999,236.880005,237.750000,204.177704,3482800
2020-02-03,238.360001,242.389999,238.050003,239.009995,205.259811,2733000
2020-02-04,242.880005,243.740005,241.550003,241.940002,207.776047,3052500
2020-02-05,244.990005,245.130005,243.000000,244.300003,209.802780,3126600
2020-02-06,245.350006,245.770004,241.179993,241.820007,207.672989,2225600
2020-02-07,239.750000,240.520004,236.550003,238.000000,204.392410,3006500
2020-02-10,237.399994,237.869995,235.460007,237.360001,203.842789,2591300
