Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,136.869995,137.229996,135.139999,135.820007,110.945137,3784100
2020-01-03,135.460007,136.789993,135.130005,135.630005,110.789932,4000100
2020-01-06,135.300003,136.320007,135.199997,136.149994,111.214676,4085100
2020-01-07,136.000000,136.070007,133.949997,134.009995,109.466644,5718100
2020-01-08,134.460007,135.360001,134.070007,134.699997,110.030243,3681400
2020-01-09,135.289993,135.380005,134.529999,134.789993,110.103783,3954700
2020-01-10,135.169998,135.419998,134.389999,134.529999,109.891396,3099500
2020-01-13,134.649994,136.589996,134.630005,136.529999,111.525085,5127200
2020-01-14,136.179993,136.940002,135.699997,136.850006,111.786491,4159700
2020-01-15,137.039993,139.250000,136.800003,139.199997,113.706108,5002600
2020-01-16,139.350006,140.160004,138.600006,139.610001,114.041000,4977900
2020-01-17,140.100006,141.320007,139.899994,141.259995,115.388824,6908700
2020-01-21,140.610001,142.119995,140.339996,141.860001,115.878929,4440000
2020-01-22,141.809998,143.570007,141.720001,143.380005,117.120567,5366100
2020-01-23,143.089996,143.850006,142.369995,143.649994,117.341110,3915700
2020-01-24,143.830002,144.149994,142.449997,142.919998,116.744781,2791500
2020-01-27,141.649994,143.360001,141.050003,142.139999,116.107658,3895300
2020-01-28,142.130005,142.919998,141.759995,142.440002,116.352715,2908300
2020-01-29,142.000000,142.449997,141.169998,141.729996,115.772736,3263200
2020-01-30,142.320007,143.960007,141.520004,143.830002,117.488152,4058500
2020-01-31,143.809998,144.649994,141.570007,142.020004,116.009636,4753100
2020-02-03,142.770004,143.070007,141.839996,142.509995,116.409882,3977800
2020-02-04,143.199997,144.059998,142.100006,143.220001,116.989861,3494300
2020-02-05,143.679993,144.589996,143.429993,144.300003,117.872055,3504900
2020-02-06,144.639999,145.300003,144.070007,144.330002,117.896538,3571400
2020-02-07,144.259995,145.720001,143.830002,145.369995,118.746086,3138500
2020-02-10,145.929993,146.419998,145.130005,145.660004,118.982994,3775600
2020-02-11,146.210007,146.360001,144.869995,146.080002,119.326050,3870500
2020-02-12,146.679993,146.740005,145.350006,146.080002,119.326050,4217400
2020-02-13,145.250000,147.130005,143.520004,146.470001,119.644630,5041400
2020-02-14,146.570007,147.149994,145.940002,146.990005,120.069435,3555600
2020-02-18,147.110001,147.199997,145.399994,145.600006,118.933983,4938700
2020-02-19,145.619995,146.479996,145.490005,145.529999,118.876816,2978800
2020-02-20,145.770004,145.800003,143.949997,145.160004,118.574539,2805900
2020-02-21,145.059998,145.919998,144.809998,145.850006,119.138206,4271800
2020-02-24,145.860001,147.149994,142.559998,142.639999,116.516098,5027700
2020-02-25,142.589996,144.380005,140.570007,141.100006,115.258133,7585800
2020-02-26,142.440002,143.750000,141.160004,141.979996,115.976952,6157200
2020-02-27,141.410004,143.139999,136.309998,136.369995,111.394402,8605000
2020-02-28,133.240005,133.750000,128.350006,132.029999,107.849266,14164000
2020-03-02,132.000000,137.770004,131.720001,137.580002,112.382805,8504500
2020-03-03,137.190002,139.669998,134.740005,135.580002,110.749092,8728300
2020-03-04,136.190002,142.710007,136.009995,142.389999,116.311897,7635700
2020-03-05,138.809998,141.419998,136.669998,138.100006,113.569298,6579100
2020-03-06,131.559998,138.169998,131.449997,137.259995,112.878456,6754900
2020-03-09,130.179993,133.350006,128.179993,130.160004,107.039635,8716300
2020-03-10,132.050003,134.570007,126.860001,134.139999,110.312683,8258600
2020-03-11,130.580002,132.539993,127.629997,129.750000,106.702492,7465100
2020-03-12,122.099998,125.000000,113.589996,115.339996,94.852135,12808300
2020-03-13,120.680000,127.589996,115.070000,127.449997,104.811020,12007700
2020-03-16,114.690002,123.820000,112.000000,113.089996,93.001801,10733300
2020-03-17,116.699997,127.860001,116.389999,127.720001,105.033066,14242300
2020-03-18,120.839996,127.720001,113.769997,120.919998,99.440956,15250800
2020-03-19,121.430000,122.089996,116.059998,117.339996,96.496864,9393500
2020-03-20,118.239998,118.449997,101.419998,103.930000,85.468903,13093200
2020-03-23,106.000000,112.870003,102.870003,105.180000,86.496841,13926800
2020-03-24,109.930000,114.430000,109.370003,113.839996,93.618576,11447000
2020-03-25,112.739998,116.360001,111.040001,112.500000,92.516602,9485500
2020-03-26,112.709999,121.800003,112.580002,120.260002,98.898209,10376800
2020-03-27,118.570000,124.650002,117.989998,120.459999,99.062668,9852500
2020-03-30,121.610001,125.839996,121.510002,125.480003,103.190964,6916800
2020-03-31,124.940002,125.699997,119.529999,120.099998,98.766617,7091700
2020-04-01,117.269997,122.300003,115.669998,118.120003,97.138321,6873000
2020-04-02,117.220001,125.180000,116.480003,123.860001,101.858734,6181800
2020-04-03,123.190002,125.370003,122.440002,124.589996,102.459038,5552000
2020-04-06,128.660004,132.130005,125.290001,131.160004,107.862007,8242200
2020-04-07,132.710007,135.080002,130.289993,130.479996,107.302818,6253900
2020-04-08,129.639999,133.289993,129.130005,132.610001,109.054443,5241100
2020-04-09,132.089996,135.080002,131.509995,133.630005,109.893272,5502400
2020-04-13,131.690002,133.350006,129.429993,130.889999,107.639977,3785000
2020-04-14,133.220001,138.630005,132.350006,138.399994,113.815971,6278700
2020-04-15,137.139999,137.559998,133.699997,135.029999,111.044594,5773100
2020-04-16,136.970001,136.970001,133.850006,135.639999,111.546234,4564000
2020-04-17,137.729996,138.000000,134.910004,137.550003,113.116982,4866500
2020-04-20,136.940002,137.380005,134.509995,134.550003,110.649857,3995400
2020-04-21,132.139999,132.940002,130.589996,130.940002,107.681099,4359500
